Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,MonthlyCharges,Churn
No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,118.35,Yes
Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,99.7,No
No,No,13,Yes,No,Fiber optic,No,No,No,No,81.9,No
No,No,8,No,No,DSL,Yes,No,No,No,30.45,Yes
Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,96.1,Yes
Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,66.2,No
Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.25,Yes
No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,80.2,Yes
No,No,1,Yes,No,No,No,No,No,No,19.75,No
No,No,2,Yes,Yes,Fiber optic,No,No,No,No,72.6,No
No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.5,No
No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,106.8,No
Yes,Yes,50,Yes,Yes,No,No,No,No,No,24.95,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,89.25,No
No,No,5,Yes,No,No,No,No,No,No,19.25,No
No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,104.55,No
Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,87.2,No
Yes,No,3,No,No,DSL,No,Yes,No,No,30.75,No
Yes,Yes,66,Yes,Yes,No,No,No,No,No,25.7,No
No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,86.2,No
No,No,28,No,No,DSL,No,No,No,Yes,30.1,No
Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,99.35,No
No,No,62,Yes,No,No,No,No,No,No,19.2,No
Yes,No,2,Yes,No,No,No,No,No,No,20.1,No
No,No,2,Yes,No,No,No,No,No,No,20.35,No
Yes,Yes,55,Yes,Yes,No,No,No,No,No,25.65,No
Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,94.55,No
Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,104.2,Yes
No,No,30,Yes,No,Fiber optic,No,No,No,Yes,94.4,No
No,No,17,Yes,No,DSL,Yes,Yes,No,No,56.1,No
Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,68.25,No
No,No,72,Yes,Yes,No,No,No,No,No,24.75,No
No,No,9,Yes,Yes,Fiber optic,No,No,No,No,76.25,No
No,No,1,Yes,No,Fiber optic,No,Yes,No,No,74.35,No
No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,54.15,No
No,Yes,8,Yes,No,No,No,No,No,No,19.45,No
Yes,Yes,19,No,No,DSL,Yes,Yes,No,No,34.95,No
No,No,7,Yes,Yes,DSL,Yes,No,No,No,53.65,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,69.65,Yes
No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,104,No
Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,70.35,No
No,No,9,Yes,No,Fiber optic,No,No,No,No,80.8,Yes
No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,64.85,No
No,No,1,Yes,No,No,No,No,No,No,19.65,No
Yes,No,12,Yes,No,DSL,No,No,No,No,45.9,No
No,No,54,Yes,No,No,No,No,No,No,20,No
Yes,Yes,4,Yes,No,DSL,No,No,No,No,44.8,No
No,No,7,Yes,No,Fiber optic,No,No,No,No,80.3,Yes
Yes,No,20,Yes,No,No,No,No,No,No,20.35,No
No,Yes,26,No,No,DSL,Yes,No,No,Yes,45.8,No
Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,84.1,Yes
Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.95,No
No,No,3,Yes,No,DSL,No,No,No,Yes,69.35,Yes
No,No,68,No,No,DSL,Yes,Yes,Yes,Yes,64.35,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,90.8,No
No,No,12,Yes,Yes,No,No,No,No,No,24.95,No
Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,79.6,Yes
Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,84.7,No
No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,70.8,No
No,No,1,No,No,DSL,No,No,No,No,36.45,Yes
No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.4,No
Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,101.5,No
No,No,1,Yes,Yes,DSL,No,Yes,No,No,54.3,No
Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,103.95,No
Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,91.1,No
No,Yes,60,Yes,No,No,No,No,No,No,19.95,No
Yes,No,72,Yes,Yes,No,No,No,No,No,26.45,No
No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,89.4,Yes
No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,75.1,No
No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,108.1,No
Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.15,No
Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,80.35,Yes
No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,111.5,No
Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,106.5,No
No,No,9,Yes,No,No,No,No,No,No,19.9,No
Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,111.1,No
No,Yes,3,Yes,No,DSL,No,No,No,Yes,70.7,No
Yes,No,38,No,No,DSL,No,No,No,No,24.85,No
No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,91.2,No
No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,65.6,No
Yes,No,24,No,No,DSL,No,No,Yes,No,40.65,Yes
Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,59.45,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,109.95,No
Yes,No,53,No,No,DSL,No,Yes,Yes,Yes,60.45,Yes
Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,84.9,Yes
Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,No,38.5,No
Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,92.55,No
Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,73.55,Yes
Yes,No,8,Yes,No,No,No,No,No,No,20.15,Yes
Yes,No,48,No,No,DSL,No,Yes,Yes,No,34.7,Yes
No,No,10,Yes,Yes,No,No,No,No,No,24.5,No
Yes,Yes,0,Yes,No,No,No,No,No,No,19.7,No
No,No,1,Yes,No,No,No,No,No,No,20.6,No
No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,58,No
Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,107.45,No
No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,65.5,No
Yes,No,61,Yes,Yes,No,No,No,No,No,25.45,No
No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,100.15,No
Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,104.45,No
Yes,Yes,12,Yes,No,No,No,No,No,No,21.15,No
No,No,7,Yes,Yes,Fiber optic,No,No,No,No,96.2,No
No,No,9,Yes,No,DSL,No,No,No,No,44.4,No
Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,107.55,Yes
Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,94.35,No
Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,98.75,Yes
Yes,Yes,2,Yes,No,No,No,No,No,No,20.3,No
Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,101.15,Yes
Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,105.75,No
No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,81.15,No
No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,89.55,No
No,No,26,Yes,No,DSL,No,Yes,Yes,No,54.75,No
Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,53.75,No
Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,105.75,No
Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,105.85,No
No,No,55,Yes,No,DSL,No,Yes,No,Yes,64.2,No
No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,88.7,Yes
No,No,19,Yes,No,Fiber optic,No,No,No,Yes,87.7,No
No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,89.3,No
Yes,Yes,70,Yes,No,No,No,No,No,No,20.15,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,79.75,Yes
No,No,27,Yes,Yes,Fiber optic,No,No,No,No,94.55,Yes
Yes,No,12,Yes,No,No,No,No,No,No,20.05,No
No,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,67.2,No
No,No,12,Yes,Yes,Fiber optic,No,No,No,No,94.55,No
No,No,5,Yes,No,Fiber optic,No,No,No,No,69.05,Yes
Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,107.5,No
No,No,35,Yes,No,DSL,No,No,Yes,Yes,73,No
Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.75,No
No,No,31,Yes,Yes,Fiber optic,No,No,No,No,76.05,No
Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,96.25,Yes
No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,101.1,Yes
No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,104.7,Yes
Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,77.9,No
No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,90.65,No
Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,110.45,No
No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,68.7,No
No,No,55,No,No,DSL,Yes,Yes,No,No,44.85,No
Yes,No,69,No,No,DSL,No,No,Yes,No,29.8,No
No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,88.9,No
Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,58.75,No
Yes,No,9,Yes,No,No,No,No,No,No,19.85,No
Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,86.9,No
No,No,10,Yes,No,DSL,No,Yes,No,No,59.65,No
No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,55.25,Yes
No,Yes,13,Yes,No,DSL,No,No,No,No,66.4,No
No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,90.1,Yes
Yes,Yes,69,Yes,No,No,No,No,No,No,20.15,No
Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,108.1,No
No,No,11,Yes,Yes,DSL,No,No,Yes,No,53.75,Yes
Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,56.9,No
No,No,6,Yes,No,Fiber optic,No,No,No,No,89.3,Yes
Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,109.6,No
Yes,Yes,70,Yes,Yes,No,No,No,No,No,25.15,No
Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,79.15,No
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,66.75,No
Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,95.2,Yes
No,Yes,19,Yes,No,DSL,No,No,No,Yes,48.8,No
No,No,5,No,No,DSL,No,No,No,No,45.7,Yes
Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,80.7,No
Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,74.5,Yes
No,No,1,Yes,No,No,No,No,No,No,20.55,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,79.65,Yes
No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,115.1,No
Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,59.7,No
Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,86.45,No
No,No,46,No,No,DSL,No,No,Yes,Yes,33.7,No
No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,80.1,No
Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,104.05,No
Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,108.75,No
No,No,57,No,No,DSL,Yes,No,Yes,Yes,41.1,No
Yes,Yes,54,Yes,No,No,No,No,No,No,20.35,No
Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.9,No
Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,101.3,Yes
Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,80.05,Yes
Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,89.2,Yes
Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,65.5,No
No,Yes,43,No,No,DSL,Yes,Yes,Yes,No,40.45,No
Yes,No,13,Yes,No,Fiber optic,No,No,No,No,70.45,No
Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,78.8,No
Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,83.65,Yes
Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,90.1,No
No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,82.45,No
Yes,No,61,Yes,No,No,No,No,No,No,20.25,No
Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,66.25,No
Yes,No,6,Yes,No,No,No,No,No,No,19.5,Yes
No,No,1,Yes,No,DSL,No,No,No,Yes,51.25,Yes
Yes,No,56,Yes,No,Fiber optic,No,No,No,No,89.7,No
Yes,No,70,No,No,DSL,Yes,Yes,Yes,Yes,64.55,No
No,No,1,Yes,No,DSL,No,No,No,No,45.6,Yes
Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,93.65,No
No,No,6,Yes,No,DSL,No,No,No,Yes,49.65,Yes
Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,73.6,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,109.75,No
No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,61.45,No
Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,106.4,No
Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,81.9,No
Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,105.2,No
No,No,24,Yes,Yes,DSL,No,No,No,Yes,54.6,No
Yes,Yes,5,Yes,No,No,No,No,No,No,20.55,No
Yes,Yes,15,Yes,No,No,No,No,No,No,20,Yes
Yes,Yes,30,Yes,No,No,No,No,No,No,19.7,No
Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,66.05,No
Yes,No,25,No,No,DSL,No,No,No,No,34,Yes
Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,92.5,Yes
Yes,Yes,44,No,No,DSL,Yes,Yes,Yes,Yes,54.05,No
No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,58.9,No
Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,88.35,Yes
Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,107.95,Yes
Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,96.9,No
No,No,1,Yes,No,No,No,No,No,No,19.1,No
No,No,20,Yes,No,DSL,No,No,No,Yes,50,No
Yes,No,37,No,No,DSL,Yes,No,No,Yes,45.4,No
Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,85.45,No
No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,84.1,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,74.45,Yes
No,No,37,Yes,No,DSL,No,No,No,No,64.75,Yes
Yes,No,52,No,No,DSL,Yes,Yes,Yes,Yes,66.25,No
No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,76.9,No
No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,89.8,Yes
No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,74.6,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,116.95,No
No,Yes,25,No,No,DSL,Yes,No,No,No,40.65,No
Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.35,No
Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,69.7,No
No,No,12,Yes,No,Fiber optic,No,No,Yes,No,95.5,Yes
No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,98.65,No
No,No,21,Yes,No,DSL,No,No,Yes,No,61.65,No
No,Yes,1,Yes,No,Fiber optic,No,No,No,No,89.35,No
No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,95.4,No
Yes,No,26,No,No,DSL,Yes,No,Yes,No,35.4,No
Yes,No,60,Yes,No,No,No,No,No,No,19.95,No
No,No,18,Yes,No,No,No,No,No,No,19.25,No
No,No,10,No,No,DSL,No,No,No,Yes,29.65,Yes
Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,84.5,Yes
No,Yes,4,Yes,No,No,No,No,No,No,20.4,No
Yes,Yes,65,Yes,Yes,No,No,No,No,No,24.75,No
Yes,Yes,70,Yes,Yes,No,No,No,No,No,25.35,No
No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,90.7,Yes
No,Yes,62,Yes,No,No,No,No,No,No,20,No
Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,59.75,No
Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,82.5,No
No,No,3,Yes,No,Fiber optic,No,No,No,No,70.3,Yes
No,No,34,Yes,No,No,No,No,No,No,20.35,No
Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,90.8,No
No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,103.95,Yes
No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,104.95,No
Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,105.25,No
No,No,10,Yes,Yes,Fiber optic,No,No,No,No,74.75,Yes
No,No,1,Yes,No,DSL,No,No,No,Yes,50.8,Yes
No,No,18,Yes,Yes,No,No,No,No,No,23.75,No
No,No,4,Yes,No,DSL,No,No,No,Yes,61.3,No
Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,75.8,No
Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,98,No
No,No,2,Yes,No,Fiber optic,No,No,No,No,80.25,Yes
Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,78.9,Yes
Yes,Yes,56,No,No,DSL,Yes,Yes,No,Yes,52,No
No,No,36,Yes,Yes,Fiber optic,No,No,No,No,84.75,Yes
No,No,4,Yes,Yes,DSL,No,No,No,Yes,64.4,No
No,No,53,Yes,Yes,Fiber optic,No,No,No,No,85.45,Yes
No,No,10,Yes,No,DSL,No,No,No,No,45.8,No
No,No,4,No,No,DSL,No,No,No,Yes,30.5,No
Yes,Yes,1,Yes,No,No,No,No,No,No,19.9,Yes
Yes,No,51,Yes,No,Fiber optic,No,No,No,No,69.15,No
No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,99.45,Yes
No,No,6,No,No,DSL,No,No,No,Yes,49.25,No
Yes,Yes,63,No,No,DSL,No,Yes,Yes,Yes,39.35,No
No,No,1,Yes,No,Fiber optic,No,No,No,No,70.6,Yes
Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,105.1,No
No,No,5,Yes,No,Fiber optic,No,No,No,No,81,Yes
No,Yes,35,Yes,No,No,No,No,No,No,20.1,No
No,No,6,Yes,No,Fiber optic,No,Yes,No,No,84.85,Yes
No,No,2,Yes,No,No,No,No,No,No,19.75,No
No,No,50,Yes,No,No,No,No,No,No,19.75,No
No,No,33,Yes,No,Fiber optic,No,No,No,No,70.4,No
No,No,31,Yes,No,No,No,No,No,No,20.45,No
Yes,Yes,9,Yes,No,No,No,No,No,No,20.35,No
Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,86.2,No
No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,95.65,No
No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,103.8,No
Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,97.2,No
Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,63.55,No
No,No,51,Yes,Yes,No,No,No,No,No,24.95,No
No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,89.15,Yes
Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,99,No
Yes,No,1,No,No,DSL,No,No,No,No,24.8,Yes
Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,85.55,No
No,No,15,Yes,No,Fiber optic,No,No,Yes,No,94,No
No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,105.65,Yes
No,No,18,Yes,Yes,DSL,No,No,No,No,50.3,No
Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,95,No
Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,61.4,No
No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,80.55,No
Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,78.5,No
Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,114.3,No
No,No,38,Yes,No,No,No,No,No,No,20.05,No
Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,62.65,No
No,No,13,Yes,No,Fiber optic,No,No,No,No,80.85,Yes
Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,92.7,No
No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,100.45,No
Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,75.2,No
No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,84.75,No
Yes,No,9,Yes,No,Fiber optic,No,No,No,No,89.45,Yes
Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,79.5,No
No,No,10,Yes,Yes,DSL,No,No,No,No,72.15,Yes
No,No,37,Yes,No,No,No,No,No,No,19.8,No
No,No,2,Yes,No,DSL,No,No,Yes,Yes,76.4,Yes
No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,100.9,No
No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,95.3,No
Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,90.95,No
No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,54.5,No
No,No,20,Yes,Yes,DSL,No,No,No,No,61.6,Yes
Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,79.9,Yes
No,No,32,Yes,Yes,Fiber optic,No,No,No,No,96.15,Yes
Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,49.6,No
Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,65.3,Yes
No,Yes,61,Yes,Yes,No,No,No,No,No,25,No
No,No,26,Yes,No,DSL,No,No,No,No,45.45,No
Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,107.75,No
Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,89.1,No
No,No,1,Yes,No,No,No,No,No,No,19.65,Yes
No,No,3,Yes,No,DSL,No,No,No,No,44.75,No
Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,101.6,No
Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,103.15,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,84.65,Yes
Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,95.65,No
Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,75.1,No
Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,61.35,No
Yes,No,1,Yes,No,Fiber optic,No,No,No,No,69.55,Yes
No,No,6,Yes,No,No,No,No,No,No,19.7,No
No,No,13,No,No,DSL,No,Yes,No,No,31.05,Yes
Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,51,No
No,No,7,Yes,No,DSL,Yes,No,No,No,51,Yes
Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,88.85,No
Yes,No,34,Yes,No,No,No,No,No,No,20.05,No
No,No,62,Yes,No,DSL,Yes,No,No,Yes,65.1,No
Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,70.15,No
Yes,Yes,1,Yes,No,DSL,No,No,No,No,44.35,Yes
No,No,25,Yes,No,No,No,No,No,No,20.75,No
No,No,26,Yes,No,DSL,No,Yes,Yes,No,56.05,No
No,Yes,10,Yes,No,No,No,No,No,No,19.95,No
No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,98.6,No
No,No,7,Yes,No,Fiber optic,No,No,No,No,79.7,Yes
No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,79,No
Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,89.45,No
No,No,29,Yes,Yes,Fiber optic,No,No,No,No,74.2,No
Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,81,No
Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,49.6,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,84.6,No
No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,55,Yes
No,No,5,Yes,No,Fiber optic,No,No,Yes,No,84.85,Yes
Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,84.2,No
Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,106.3,No
No,No,9,Yes,No,Fiber optic,No,No,No,No,69.05,No
No,No,1,Yes,No,DSL,No,No,No,No,45.4,No
No,No,1,Yes,Yes,Fiber optic,No,No,No,No,73.65,Yes
Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,73.9,Yes
Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,77.75,Yes
Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,99.35,No
No,No,1,Yes,No,DSL,Yes,No,No,No,50.75,No
No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,87.1,No
No,Yes,33,Yes,No,No,No,No,No,No,20.15,No
Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,98.7,No
No,Yes,11,No,No,DSL,No,No,No,No,25.2,No
No,No,6,Yes,No,DSL,Yes,Yes,No,No,55.7,No
No,No,21,Yes,No,DSL,Yes,No,Yes,No,65.35,No
Yes,Yes,65,Yes,Yes,No,No,No,No,No,25.3,No
Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,84.35,Yes
No,No,8,Yes,No,Fiber optic,Yes,No,No,No,84.95,Yes
No,No,11,Yes,No,Fiber optic,No,No,No,Yes,73.85,Yes
Yes,Yes,43,Yes,Yes,No,No,No,No,No,24.25,No
Yes,Yes,49,No,No,DSL,No,Yes,No,No,51.8,Yes
Yes,No,1,Yes,No,DSL,No,No,No,No,46,Yes
No,No,15,Yes,No,Fiber optic,No,No,No,No,79.4,Yes
Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,60.5,No
No,No,17,No,No,DSL,No,No,No,No,25.1,No
Yes,No,16,Yes,No,Fiber optic,No,No,No,No,71.8,Yes
Yes,Yes,35,Yes,No,No,No,No,No,No,20.05,No
Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,88.4,Yes
Yes,Yes,12,No,No,DSL,No,No,No,Yes,30.25,No
No,No,1,Yes,No,No,No,No,No,No,20.2,No
No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,59.9,No
Yes,No,70,Yes,Yes,No,No,No,No,No,25.15,No
